"detailedSheetLink href","ad-overview-details__ad-title","ad-overview-details__address-title","ad-price__the-price","ad-price__price-per-square-meter","importDescriptionDecorator"
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/hektor-mourillon-389643?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D27","Appartement 2 pièces 58 m²","83000 Toulon (Champs-de-Mars)","169 900 €","2 929 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/gedeon-32297997?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D27","Appartement 4 pièces 62 m²","83000 Toulon (Barbès)","172 800 €","2 581 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/iad-france-1967728?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D27","Appartement 2 pièces 40 m²","83200 Toulon (Pont du Las)","95 000 €","2 375 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/safti-1-1572152?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D27","Appartement 2 pièces 42 m²","83200 Toulon (Pont du Las)","76 000 €","1 810 €/m²","0673309415"
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-17_victoriametropole2025-14503?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D27","Appartement 3 pièces 66 m²","83100 Toulon (Saint-Jean du Var)","120 000 €","1 661 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/5pieces/iad-france-1963985?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D27","Maison 5 pièces 145 m²","83000 Toulon (Le Cap Brun - Le Petit Bois)","925 000 €","6 379 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/citya-immobilier-41039H-TAPP947414AAA?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D27","Appartement 3 pièces 73 m²","83000 Toulon (Les Lices)","210 000 €","2 699 €/m²","https://www.citya.com/agences-immobilieres/toulon-83137/154"
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/century-21-202_2305_3513?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D27","Appartement 2 pièces 42 m²","83200 Toulon (L'Escaillon)","130 000 €","3 067 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/iad-france-1987726?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D26","Appartement 4 pièces 110 m²","83200 Toulon (Saint-Roch)","359 000 €","3 264 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/century-21-202_2305_3531?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D26","Appartement 3 pièces 58 m²","83000 Toulon (Haute-ville)","127 000 €","2 205 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/5pieces/century-21-202_2305_3534?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D26","Maison 5 pièces 148 m²","83200 Toulon (Pont de Bois)","430 000 €","2 905 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/twimmo-2120171?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D26","Appartement 3 pièces 53 m²","83200 Toulon (Pont du Las)","127 000 €","2 396 €/m²","04 94 00 77 77"
"https://www.bienici.com/annonce/vente/toulon/appartement/1piece/hektor-lpaimmo-27292?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D26","Appartement 1 pièce 25 m²","83000 Toulon (Centre-ville)","78 000 €","3 088 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/6pieces/ag922880-507997076?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D26","Maison 6 pièces 150 m²","83200 Toulon (Ubac - Dardennes - Barbasse - Mont Faron)","618 000 €","4 120 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/5pieces/hektor-igprestige-813?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D26","Maison 5 pièces 127 m²","83000 Toulon (La Serinette - La Barre)","660 000 €","5 197 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/dr-house-immo-1-4128150?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D26","Appartement 3 pièces 61 m²","83100 Toulon (Saint-Roch)","200 000 €","3 269 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/dr-house-immo-1-4122218?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D26","Appartement 3 pièces 63 m²","83000 Toulon (Valbourdin)","220 000 €","3 519 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/citya-immobilier-41039H-TAPP960728AA?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D26","Appartement 4 pièces 93 m²","83000 Toulon (La Rode)","298 000 €","3 204 €/m²","https://www.citya.com/agences-immobilieres/toulon-83137/154"
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/century-21-202_2305_3528?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D26","Appartement 4 pièces 71 m²","83000 Toulon (Centre-ville)","214 000 €","3 014 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/4pieces/iad-france-1980069?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D26","Maison 4 pièces 156 m²","83200 Toulon (La Chapelle - Saint-André)","830 000 €","5 321 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/5pieces/hektor-mourillon-389987?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D26","Appartement 5 pièces 103 m²","83000 Toulon (La Rode)","299 900 €","2 912 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/3pieces/apimo-86636701?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D26","Maison 3 pièces 90 m²","83200 Toulon (Valbertrand)","318 000 €","3 533 €/m²","04 94 24 22 22"
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/iad-france-1981210?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D26","Appartement 2 pièces 47 m²","83000 Toulon (La Serinette - La Barre)","164 000 €","3 489 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/5pieces/iad-france-1980650?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D26","Maison 5 pièces 120 m²","83000 Toulon (Le Mourillon - La Mitre - Fort Lamalgue)","880 000 €","7 333 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/iad-france-1975792?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D26","Appartement 4 pièces 144 m²","83000 Toulon (Centre-ville)","530 000 €","3 681 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/dr-house-immo-1-482762?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D26","Appartement 3 pièces 51 m²","83200 Toulon (Bon Rencontre)","117 000 €","2 286 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/6pieces/ag920856-506287148?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D26","Maison 6 pièces 153 m²","83000 Toulon (La Loubière)","522 000 €","3 412 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/3pieces/iad-france-1979095?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D26","Maison 3 pièces 67 m²","83200 Toulon (Valbertrand)","365 000 €","5 448 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/iad-france-1976849?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D26","Appartement 4 pièces 85 m²","83000 Toulon (Valbourdin)","325 000 €","3 824 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/3pieces/iad-france-1973872?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D26","Maison 3 pièces 70 m²","83000 Toulon (Siblas)","349 000 €","4 986 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/5pieces/hektor-agencemistral83-179?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D26","Maison 5 pièces 120 m²","83000 Toulon (Le Mourillon - La Mitre - Fort Lamalgue)","780 000 €","6 500 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/iad-france-1975774?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D26","Appartement 3 pièces 81 m²","83100 Toulon (Beaulieu)","369 000 €","4 556 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/6pieces/immo-facile-59846147?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D25","Maison 6 pièces 165 m²","83000 Toulon (Les Ameniers)","920 000 €","5 576 €/m²","06 11 48 83 65"
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/ag920856-510380360?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D25","Appartement 3 pièces 77 m²","83100 Toulon (La Serinette - La Barre)","229 000 €","2 974 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/9pieces/immo-facile-59842047?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D25","Maison 9 pièces 185 m²","83000 Toulon (Le Cap Brun - Le Petit Bois)","960 000 €","5 189 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/8pieces/ag832778-510348404?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D25","Maison 8 pièces 223 m²","83000 Toulon (La Serinette - La Barre)","939 000 €","4 211 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/iad-france-1989011?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D25","Appartement 3 pièces 47 m²","83000 Toulon (Saint-Roch)","105 000 €","2 234 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/1piece/iad-france-1992481?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D25","Appartement 1 pièce 22 m²","83000 Toulon (Saint-Roch)","115 000 €","5 227 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/iad-france-1993178?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D25","Appartement 3 pièces 62 m²","83200 Toulon (Pont du Las)","148 000 €","2 387 €/m²","06 73 83 71 57"
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-gravier11-314?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D25","Appartement 3 pièces 51 m²","83000 Toulon (Saint-Roch)","143 000 €","2 804 €/m²","0617397202"
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/laforet-immo-facile-52392290?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D25","Appartement 2 pièces 48 m²","83000 Toulon (Haute-ville)","110 000 €","2 292 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-18_victoriametropole2025-15335?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D25","Appartement 3 pièces 47 m²","83000 Toulon (Saint-Roch)","119 000 €","2 534 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/5pieces/apimo-86590496?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D25","Appartement 5 pièces 152 m²","83000 Toulon (Haute-ville)","479 000 €","3 149 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/iad-france-1993390?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D25","Appartement 2 pièces 38 m²","83000 Toulon (La Serinette - La Barre)","155 000 €","4 079 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/iad-france-1966522?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D25","Appartement 2 pièces 43 m²","83100 Toulon (Darboussèdes)","120 000 €","2 791 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/iad-france-1966519?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D25","Appartement 3 pièces 69 m²","83100 Toulon (Darboussèdes)","210 000 €","3 043 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/5pieces/iad-france-1991597?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D25","Appartement 5 pièces 96 m²","83000 Toulon (Centre-ville)","282 000 €","2 938 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/iad-france-1986292?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D25","Appartement 3 pièces 63 m²","83200 Toulon (Pont de Bois)","169 000 €","2 683 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/4pieces/iad-france-1989451?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D25","Maison 4 pièces 110 m²","83100 Toulon (La Palasse)","265 000 €","2 409 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/8pieces/iad-france-1989086?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D25","Maison 8 pièces 138 m²","83000 Toulon (Le Mourillon - La Mitre - Fort Lamalgue)","750 000 €","5 435 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/iad-france-1987469?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D25","Appartement 2 pièces 50 m²","83000 Toulon (Le Mourillon - La Mitre - Fort Lamalgue)","198 500 €","3 840 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/iad-france-1986857?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D25","Appartement 4 pièces 63 m²","83100 Toulon (Beaulieu)","94 000 €","1 492 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/iad-france-1892648?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D25","Appartement 4 pièces 67 m²","83000 Toulon (Le Mourillon - La Mitre - Fort Lamalgue)","295 000 €","4 179 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-GTIGPI-30976?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D25","Appartement 4 pièces 65 m²","83100 Toulon (Brunet)","165 000 €","2 538 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/iad-france-1984293?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D25","Appartement 2 pièces 42 m²","83000 Toulon (La Loubière)","155 000 €","3 690 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/4pieces/iad-france-1987715?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D25","Maison 4 pièces 110 m²","83200 Toulon (Saint-Roch)","359 000 €","3 264 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/5pieces/ag832778-511559270?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D24","Appartement 5 pièces 116 m²","83000 Toulon (Le Mourillon - La Mitre - Fort Lamalgue)","455 000 €","3 922 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/5pieces/ag311656-511581359?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D24","Maison 5 pièces 120 m²","83000 Toulon (Siblas)","499 000 €","4 158 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/iad-france-1999769?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D24","Appartement 4 pièces 85 m²","83200 Toulon (Les Routes)","260 000 €","3 059 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/nestenn-1-99939416705?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D24","Appartement 3 pièces 61 m²","83000 Toulon (Saint-Roch)","143 000 €","2 344 €/m²","Email:toulonlemourillon@nestenn.com"
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/iad-france-1999826?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D24","Appartement 4 pièces 97 m²","83000 Toulon (Haute-ville)","498 000 €","5 134 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-GTIGPI-31124?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D24","Appartement 4 pièces 98 m²","83000 Toulon (Champs-de-Mars)","259 000 €","2 643 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/iad-france-1999748?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D24","Appartement 3 pièces 65 m²","83200 Toulon (Pont du Las)","209 000 €","3 215 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/1piece/hektor-bretteimmobilieranne-19473?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D24","Appartement 1 pièce 28 m²","83000 Toulon (Place d'Armes)","76 000 €","2 683 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/1piece/hektor-bretteimmobilieranne-17533?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D24","Appartement 1 pièce 23 m²","83000 Toulon (La Loubière)","96 000 €","4 174 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/hektor-bretteimmobilieranne-19889?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D24","Appartement 2 pièces 57 m²","83000 Toulon (Centre-ville)","120 000 €","2 123 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-bretteimmobilieranne-19280?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D24","Appartement 3 pièces 88 m²","83000 Toulon (Claret)","205 000 €","2 336 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-bretteimmobilieranne-13836?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D24","Appartement 4 pièces 72 m²","83000 Toulon (Valbourdin)","244 000 €","3 412 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/5pieces/hektor-bretteimmobilieranne-19117?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D24","Appartement 5 pièces 107 m²","83000 Toulon (Haute-ville)","310 000 €","2 895 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/3pieces/hektor-bretteimmobilieranne-18814?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D24","Maison 3 pièces 81 m²","83000 Toulon (Corniche du Faron)","377 000 €","4 672 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/8pieces/hektor-bretteimmobilieranne-19433?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D24","Maison 8 pièces 180 m²","83200 Toulon (Saint-Roch)","394 000 €","2 189 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/5pieces/hektor-bretteimmobilieranne-19703?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D24","Maison 5 pièces 132 m²","83000 Toulon (Siblas)","560 000 €","4 254 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/7pieces/hektor-bretteimmobilieranne-17754?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D24","Maison 7 pièces 166 m²","83100 Toulon (Darboussèdes)","590 000 €","3 554 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/century-21-202_2305_3547?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D24","Appartement 3 pièces 57 m²","83200 Toulon (La Chapelle - Saint-André)","139 000 €","2 422 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/iad-france-1998658?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D24","Appartement 4 pièces 57 m²","83000 Toulon (La Rode)","165 000 €","2 895 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-agencemistral83-176?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D24","Appartement 3 pièces 77 m²","83000 Toulon (Le Port)","211 000 €","2 740 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/1piece/ag311656-510682583?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D24","Appartement 1 pièce 18 m²","83000 Toulon (Aguillon)","42 000 €","2 333 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/iad-france-1996734?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D24","Appartement 2 pièces 48 m²","83000 Toulon (Haute-ville)","135 000 €","2 813 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/5pieces/dr-house-immo-1-6130734?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D24","Maison 5 pièces 126 m²","83100 Toulon (Saint-Jean du Var)","334 000 €","2 651 €/m²","06 08 95 84 02"
"https://www.bienici.com/annonce/vente/toulon/maison/7pieces/iad-france-1997132?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D24","Maison 7 pièces 223 m²","83000 Toulon (La Serinette - La Barre)","939 000 €","4 211 €/m²","06 76 60 68 83"
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/iad-france-2012235?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D23","Appartement 4 pièces 73 m²","83000 Toulon (Valbourdin)","227 000 €","3 110 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/1piece/century-21-202_2305_3555?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D23","Appartement 1 pièce 21 m²","83000 Toulon (Centre-ville)","78 000 €","3 714 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/4pieces/century-21-202_3648_803?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D23","Maison 4 pièces 89 m²","83100 Toulon (La Palasse)","493 500 €","5 545 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-bretteimmobilieranne-19958?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D23","Appartement 4 pièces 102 m²","83000 Toulon (Le Cap Brun - Le Petit Bois)","560 000 €","5 490 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-lpaimmo-27299?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D23","Appartement 3 pièces 67 m²","83000 Toulon (Haute-ville)","189 000 €","2 821 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/apimo-86750378?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D23","Appartement 4 pièces 112 m²","83000 Toulon (Siblas)","648 000 €","5 770 €/m²","04 94 24 22 22"
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/iad-france-2012576?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D23","Appartement 4 pièces 74 m²","83200 Toulon (Bon Rencontre)","175 000 €","2 365 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/4pieces/hektor-dechatouville_toulon-6289?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D23","Maison 4 pièces 89 m²","83000 Toulon (La Serinette - La Barre)","495 000 €","5 557 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/iad-france-2011741?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D23","Appartement 4 pièces 70 m²","83200 Toulon (Jonquet - Guynemer)","189 000 €","2 700 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/5pieces/hektor-bretteimmobilieranne-19954?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D23","Appartement 5 pièces 116 m²","83000 Toulon (La Rode)","305 000 €","2 632 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/nestenn-1-99939424826?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D23","Appartement 3 pièces 54 m²","83000 Toulon (Aguillon)","172 000 €","3 206 €/m²","Email:toulonlemourillon@nestenn.com"
"https://www.bienici.com/annonce/viager/toulon/appartement/4pieces/hektor-royal-immo-31001?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D23","Appartement 4 pièces 84 m²","83000 Toulon (La Rode)","124 000 €","","06 20 15 71 95"
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/citya-immobilier-41039H-TAPP964861A?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D23","Appartement 2 pièces 71 m²","83000 Toulon (Haute-ville)","250 000 €","3 521 €/m²","https://www.citya.com/agences-immobilieres/toulon-83137/154"
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/iad-france-2007752?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D23","Appartement 4 pièces 70 m²","83200 Toulon (Pont du Las)","149 000 €","2 129 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/4pieces/hektor-mourillon-390347?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D23","Maison 4 pièces 95 m²","83000 Toulon (Le Cap Brun - Le Petit Bois)","599 000 €","6 305 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/hektor-royalimmolavaletteduvar-31196?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D23","Appartement 2 pièces 33 m²","83000 Toulon (Aguillon)","128 000 €","3 879 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/century-21-202_2305_3552?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D23","Appartement 4 pièces 65 m²","83200 Toulon (Valbertrand)","180 000 €","2 760 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/hektor-sixfours-390279?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D23","Appartement 2 pièces 44 m²","83000 Toulon (Haute-ville)","188 000 €","4 302 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-bretteimmobilieranne-19936?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D23","Appartement 4 pièces 75 m²","83000 Toulon (Champs-de-Mars)","180 000 €","2 400 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/ag340369-511782134?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D23","Appartement 2 pièces 54 m²","83200 Toulon (Les Routes)","170 000 €","3 148 €/m²","06 14 78 82 17"
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/nestenn-1-99939419679?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D23","Appartement 2 pièces 38 m²","83000 Toulon (Pont du Las)","85 000 €","2 236 €/m²","04.94.22.24.40"
"https://www.bienici.com/annonce/vente/toulon/maison/4pieces/hektor-2_GRECHTOULON2023-112842?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D23","Maison 4 pièces 200 m²","83000 Toulon (Siblas)","1 115 000 €","5 575 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/iad-france-1997561?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D23","Appartement 3 pièces 75 m²","83100 Toulon (Beaulieu)","220 000 €","2 933 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/4pieces/hektor-grechimmo83000-112842?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D23","Maison 4 pièces 200 m²","83000 Toulon (Siblas)","1 115 000 €","5 575 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/iad-france-2022266?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D22","Appartement 3 pièces 58 m²","83000 Toulon (Le Mourillon - La Mitre - Fort Lamalgue)","205 000 €","3 534 €/m²",""
